_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
51,2178,Kaimata School,06-7568334,06-7568307,"","",http://kaimata.school.nz,715 Tarata Road ,"",Inglewood,715 Tarata Road,"",Inglewood,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,"",Everett Park,Kōhanga Moa General Ward,"","",-39.161147,174.291619,No,441,2025-04-01T00:00:00,95,88,14,0,2,5,0,0,1.24,All students taught in English,No,No,Open,1890-01-26T00:00:00
52,218,Tamatea High School,06-8446600,06-8446601,"","",http://www.tamatea.school.nz/,61 Freyberg Avenue ,Greenmeadows,Napier,61 Freyberg Avenue,"",Napier,"",Large urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Tamatea East,Onekawa-Tamatea Ward,"","",-39.518290,176.870977,No,534,2025-04-01T00:00:00,422,210,216,40,36,6,7,4,0.18,All students taught in English,No,No,Open,1975-02-01T00:00:00
53,219,Sacred Heart College (Napier),06-8353761,06-8358764,"","",http://www.sacredheartnapier.school.nz/Home/,12 Convent Road ,"",Napier,12 Convent Road,"",Napier,"",Large urban area,Secondary (Year 9-15),"",State : Integrated,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Bluff Hill,Ahuriri Ward,"","",-39.482828,176.911425,No,445,2025-04-01T00:00:00,337,235,60,32,62,11,0,5,0.05,All students taught in English,No,No,Open,1867-06-01T00:00:00
54,2192,Marfell Community School,06-7510553,06-7511753,"","",http://www.marfell.school.nz/,Endeavour Street ,"",New Plymouth,Endeavour Street,"",New Plymouth,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,"",Marfell,Kaitake-Ngāmotu General Ward,"","",-39.075471,174.045053,No,544,2025-04-01T00:00:00,120,45,72,13,8,0,0,0,0.99,All students taught in English,No,No,Open,1961-11-21T00:00:00
55,222,St Joseph's Maori Girls' College,06-8448461,"","","",http://www.sjmgc.school.nz/,25 Osier Road ,Taradale,Napier,25 Osier Road,"",Napier,"",Large urban area,Secondary (Year 7-15),"",State : Integrated,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Taradale Central,Taradale Ward,"","",-39.526564,176.855480,No,517,2025-04-01T00:00:00,169,14,167,5,0,0,0,0,0.21,All students taught in English,No,No,Open,1867-10-10T00:00:00
56,2220,Pembroke School,06-7657944,"","","",http://www.pembrokestratford.school.nz,Monmouth Road ,"",Stratford,Monmouth Road,"",Stratford,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Stratford District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Taranaki-King Country,Te Tai Hauāuru,"",Pembroke,Stratford Rural General Ward,"","",-39.322740,174.229136,No,479,2025-04-01T00:00:00,87,78,25,1,5,1,1,0,1.18,All students taught in English,No,No,Open,1893-01-26T00:00:00
57,2239,St Joseph's School (Waitara),06-7547797,06-7547767,"","","",21 Nelson Street ,"",Waitara,21 Nelson Street,"",Waitara,"",Small urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,"",Waitara West,North General Ward,"","",-39.006109,174.229207,No,505,2025-04-01T00:00:00,72,51,34,4,10,1,1,0,0.98,All students taught in English,No,No,Open,1912-02-05T00:00:00
58,225,Woodford House,06-873 0705,"","","",http://www.woodford.school.nz,3 Iona Road ,"",Havelock North,3 Iona Road,"",Havelock North,"",Medium urban area,Secondary (Year 7-15),"",State : Integrated,Donations may be requested,"","","",Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,"",Havelock Hills,Hastings-Havelock North General Ward,"","",-39.684214,176.880403,No,395,2025-04-01T00:00:00,386,339,44,4,41,3,8,29,0.18,All students taught in English,No,No,Open,1894-02-01T00:00:00
59,2253,Tokirima School,07-8938834,07-8938841,"","",http://www.tokirima.school.nz,71 Tokirima Road ,Tokirima,Taumarunui,71 Tokirima Road,"",Taumarunui,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Ruapehu District,Manawatū-Whanganui Region,Hamilton Office,Waikato,Taranaki-King Country,Te Tai Hauāuru,"",Otangiwai-Ōhura,Ruapehu General Ward,"","",-38.939053,175.012311,No,453,2025-04-01T00:00:00,33,28,13,0,0,0,0,0,2.94,All students taught in English,No,No,Open,1910-07-01T00:00:00
60,2264,Welbourn School,06-7575810,06-7586980,"","",http://www.welbourn.school.nz/,Arawa Street ,"",New Plymouth,Arawa Street,"",New Plymouth,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",New Plymouth District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",New Plymouth,Te Tai Hauāuru,"",Welbourn,Kaitake-Ngāmotu General Ward,"","",-39.072168,174.092675,No,423,2025-04-01T00:00:00,313,254,51,9,38,14,1,0,0.94,All students taught in English,No,No,Open,1932-02-01T00:00:00
61,232,Te Aute College,06-8568016,06-8568346,"","",http://www.teaute.maori.nz,100 State Highway 2 ,"",Pukehou,100 State Highway 2,"",Pukehou,"",Rural other,Secondary (Year 9-15),"",State : Integrated,Donations may be requested,"","","",Central Hawke's Bay District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,"",Mangaonuku,Aramoana-Ruahine Ward,"","",-39.826457,176.629411,No,541,2025-04-01T00:00:00,76,12,73,6,0,0,0,0,0.57,All students taught in English,No,No,Open,1858-11-17T00:00:00
62,2341,Bainesse School,06-3296856,06-3296896,"","",http://www.bainesse.school.nz,576 State Highway 56 ,"",Palmerston North,576 State Highway 56,"",Palmerston North,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,"",Taikorea,Manawatū Rural General Ward,"","",-40.408715,175.377492,No,483,2025-04-01T00:00:00,57,46,21,0,2,0,0,0,0.49,All students taught in English,No,No,Open,1913-08-04T00:00:00
63,1487,St Dominic's Catholic School (Blockhouse Bay),09-6265391,"","","",http://www.stdominics.school.nz,32 Bolton Street ,Blockhouse Bay,Auckland,32 Bolton Street,"",Auckland,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,"",Blockhouse Bay Central,Whau Ward,"","",-36.919392,174.698727,No,357,2025-04-01T00:00:00,249,78,10,40,146,9,4,0,0.15,All students taught in English,No,No,Open,1962-09-09T00:00:00
64,1422,Papakura Intermediate,09-2988737,09-2987557,"","",http://www.papakuraintermediate.school.nz/,50 Settlement Road ,"",Papakura,50 Settlement Road,"",Papakura,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Papakura Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,"",Papakura Massey Park,Manurewa-Papakura Ward,"","",-37.066250,174.953941,No,548,2025-04-01T00:00:00,307,48,152,139,40,7,0,0,0.40,All students taught in English,No,No,Open,1962-11-03T00:00:00
65,3495,Runanga School,03-7627873,"","","",http://www.runanga.school.nz/,Mcgowan Street ,"",Runanga,Mcgowan Street,"",Runanga,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Grey District,West Coast Region,Nelson Office,"Nelson, Marlborough, West Coast",West Coast-Tasman,Te Tai Tonga,"",Rūnanga,Northern Ward,"","",-42.399339,171.252152,No,530,2025-04-01T00:00:00,24,20,6,0,0,1,0,0,3.35,All students taught in English,No,No,Open,1906-01-26T00:00:00
66,639,Pa Harakeke Teen Parent Unit,07-886 6109 Ext 706,07-8865792,"","","",Billah Street ,"",Tokoroa,Billah Street,"",Tokoroa,"",Medium urban area,Teen Parent Unit,"",State,Donations may be requested,"","","",South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,"",Matarawa,Tokoroa Ward,"","",-38.225977,175.861546,No,569,,,,,,,,,,0.86,All students taught in English,No,No,Open,2011-01-01T00:00:00
67,1662,Huia Range School,06-3746444,06-3749268,"","",http://www.huiarange.school.nz/,Cole Street ,"",Dannevirke,Cole Street,"",Dannevirke,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,"",Dannevirke East,North Tararua General Ward,"","",-40.199761,176.108970,No,529,2025-04-01T00:00:00,230,89,135,22,13,5,2,0,0.87,All students taught in English,No,No,Open,2004-01-01T00:00:00
68,1666,Te Kura o Waikare,09-4037385,09-4038095,"","",http://www.tekuraowaikare.school.nz/,Waikare Valley Road ,Waikare,Kawakawa,Waikare Valley Road,"",Kawakawa,"",Rural other,Composite,"",State,Donations may be requested,"",Ngā Kura ā Iwi o Aotearoa Inc,"",Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Russell Forest-Rawhiti,Bay of Islands-Whangaroa General Ward,"","",-35.339899,174.234208,No,533,2025-04-01T00:00:00,70,0,70,3,0,0,0,0,1.95,All students taught in te reo Māori,No,No,Open,2004-10-04T00:00:00
69,1668,Wairoa Primary School,06-8386209,06-8383940,"","","",29 Campbell Street ,"",Wairoa,29 Campbell Street,"",Wairoa,"",Small urban area,Contributing,"",State,Donations may be requested,"","","",Wairoa District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Wairoa,Wairoa General Ward,"","",-39.037376,177.424710,No,540,2025-04-01T00:00:00,282,51,258,20,6,1,1,0,2.04,Some students taught in te reo Māori,No,No,Open,2005-01-28T00:00:00
70,2342,Brunswick School,06-3421841,06-3421014,"","",http://www.brunswick.school.nz,15 Campbell Road ,"",Whanganui,15 Campbell Road,"",Whanganui,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Mowhanau,Area Outside Ward,"","",-39.843836,175.024561,No,471,2025-04-01T00:00:00,113,95,32,6,6,4,0,0,0.59,All students taught in English,No,No,Open,1873-03-23T00:00:00
71,2346,Castlecliff School,06-3444537,06-3444524,"","",http://castlecliff.school.nz/,Polson Street ,Castlecliff,Whanganui,Polson Street,"",Whanganui,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Castlecliff East,Area Outside Ward,"","",-39.940475,174.992103,No,534,2025-04-01T00:00:00,160,52,109,22,5,0,0,0,0.44,All students taught in te reo Māori,No,No,Open,1892-04-01T00:00:00
72,2350,Cloverlea School,06-3573955,06-3542475,"","",http://www.cloverlea.school.nz,55 Herbert Avenue ,Cloverlea,Palmerston North,55 Herbert Avenue,"",Palmerston North,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,"",Cloverlea (Palmerston North City),Te Hirawanui General Ward,"","",-40.345267,175.584798,No,491,2025-04-01T00:00:00,229,137,100,17,9,1,1,0,0.14,All students taught in English,No,No,Open,1975-02-01T00:00:00
73,2355,Durie Hill School,06-3455946,06-3479032,"","",http://www.duriehill.school.nz,Portal Street ,Durie Hill,Whanganui,Portal Street,"",Whanganui,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Bastia-Durie Hill,Area Outside Ward,"","",-39.938774,175.074217,No,465,2025-04-01T00:00:00,179,133,54,4,9,2,3,0,0.34,All students taught in English,No,No,Open,1873-01-26T00:00:00
74,2358,Foxton Beach School,06-3638331,06-3638329,"","",http://www.foxtonbeach.school.nz,10 Carthew Terrace ,"",Foxton Beach,10 Carthew Terrace,"",Foxton Beach,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,"",Foxton Beach,Kere Kere General Ward,"","",-40.461327,175.226176,No,502,2025-04-01T00:00:00,142,93,67,5,7,2,0,0,0.81,All students taught in English,No,No,Open,1951-09-03T00:00:00
75,2361,Gonville School,06-3457194,06-3457194,"","",http://www.gonville.school.nz,Gonville Avenue ,Gonville,Whanganui,Gonville Avenue,"",Whanganui,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Gonville North,Area Outside Ward,"","",-39.943131,175.030564,No,514,2025-04-01T00:00:00,170,108,78,16,16,1,1,0,0.35,All students taught in English,No,No,Open,1906-02-01T00:00:00
76,2374,Kakaramea School,06-2738695,06-2738695,"","","",2193 South Road ,"",Patea,2193 South Road,"",Patea,"",Rural other,Contributing,"",State,Donations may be requested,"","","",South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Manutahi-Waitōtora,Pātea General Ward,"","",-39.706672,174.446673,No,466,2025-04-01T00:00:00,53,46,11,1,2,0,0,0,1.32,All students taught in English,No,No,Open,1876-01-26T00:00:00
77,2395,St Marcellin School (Wanganui),06-3490023,06-3490024,"","",http://www.stmarcellin.school.nz/,Totara Street ,"",Whanganui,Totara Street,"",Whanganui,"",Large urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Titoki,Area Outside Ward,"","",-39.937475,175.015339,No,508,2025-04-01T00:00:00,46,11,8,9,23,0,0,0,0.37,All students taught in English,No,No,Open,1983-05-01T00:00:00
78,1851,Te Kura o Ngaati Hauaa,07-8273049,07-8273049,"","","",300 Pukemoremore Road ,"",Cambridge,300 Pukemoremore Road,"",Cambridge,"",Rural other,Full Primary,"",State,Donations may be requested,"",Ngā Kura ā Iwi o Aotearoa Inc,"",Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Hauraki-Waikato,"",Eureka-Tauwhare,Tamahere-Woodlands General Ward,"","",-37.798253,175.478631,No,526,2025-04-01T00:00:00,113,14,112,2,0,0,1,0,0.42,All students taught in te reo Māori,No,No,Open,1954-01-26T00:00:00
79,1858,Kuranui Primary School,07-8834866,07-8834866,"","",http://www.kuranui.school.nz,66 Waiomou Road ,"",Tirau,66 Waiomou Road,"",Tirau,"",Rural other,Contributing,"",State,Donations may be requested,"","","",South Waikato District,Waikato Region,Hamilton Office,Waikato,Waikato,Te Tai Hauāuru,"",Tīrau,Tirau Ward,"","",-37.940610,175.838375,No,467,2025-04-01T00:00:00,52,42,17,0,2,0,1,0,0.73,All students taught in English,No,No,Open,1914-09-14T00:00:00
80,1862,Ōmokoroa Point School,07-5480748,07-5480748,"","",http://www.omokoroapoint.school.nz,37 Hamurana Road ,"",Omokoroa,37 Hamurana Road,"",Omokoroa,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Western Bay of Plenty District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Coromandel,Waiariki,"",Ōmokoroa North,Kaimai Ward,"","",-37.635821,176.042464,No,431,2025-04-01T00:00:00,334,271,62,10,15,37,3,2,0.49,All students taught in English,No,No,Open,1928-02-24T00:00:00
81,1875,Otonga Road School,07-3486443,07-3460437,"","",http://www.otonga.school.nz,105 Otonga Road ,Springfield,Rotorua,105 Otonga Road,"",Rotorua,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,"",Springfield South,Te Ipu Wai Auraki General Ward,"","",-38.161953,176.234477,No,418,2025-04-01T00:00:00,476,266,107,8,136,10,1,2,0.31,All students taught in English,No,No,Open,1960-02-02T00:00:00
82,188,Whanganui Girls' College,06-3490944,06-3490968,"","",http://www.whanganui-girls.school.nz,21 Jones Street ,Whanganui East,Whanganui,21 Jones Street,"",Whanganui,"",Large urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,"",Whanganui East-Riverlands,Area Outside Ward,"","",-39.919788,175.055093,No,493,2025-04-01T00:00:00,367,275,119,24,21,10,4,12,0.34,All students taught in English,No,No,Open,1891-01-26T00:00:00
83,19,Dargaville High School,09-4397229,09-4397563,"","",http://www.dargavillehighschool.co.nz,Plunket Street ,"",Dargaville,Plunket Street,"",Dargaville,"",Small urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Kaipara District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Dargaville,Wairoa General Ward,"","",-35.931691,173.868056,No,513,2025-04-01T00:00:00,388,221,201,51,28,1,0,0,1.58,All students taught in English,No,No,Open,1921-02-04T00:00:00
84,1902,Puahue School,07-8721838,"","","",http://www.puahue.school.nz,573 Puahue Road ,"",Te Awamutu,573 Puahue Road,"",Te Awamutu,"",Rural other,Contributing,"",State,Donations may be requested,"","","",Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,"",Rotoorangi,Pirongia-Kakepuku General Ward,"","",-38.036459,175.409281,No,422,2025-04-01T00:00:00,149,141,24,0,7,2,0,0,0.62,All students taught in English,No,No,Open,1956-03-02T00:00:00
85,1919,Te Kura o Rangiriri,07-8263654,07-8263652,"","","",39 Rangiriri Road ,"",Rangiriri,39 Rangiriri Road,"",Rangiriri,"",Rural other,Full Primary,"",State,Donations may be requested,"",Ngā Kura ā Iwi o Aotearoa Inc,"",Waikato District,Waikato Region,Hamilton Office,Waikato,Port Waikato,Hauraki-Waikato,"",Whangamarino,Waerenga-Whitikahu General Ward,"","",-37.429865,175.132756,No,541,2025-04-01T00:00:00,58,11,56,8,1,0,0,0,0.68,Some students taught in te reo Māori,No,No,Open,1887-01-26T00:00:00
86,1931,Rotokawa School,07-3456129,07-3459614,"","",http://www.rotokawa.school.nz,6 Rotokawa Road ,"",Rotorua,6 Rotokawa Road,"",Rotorua,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,"",Holdens Bay-Rotokawa,Te Ipu Wai Auraki General Ward,"","",-38.108119,176.319986,No,496,2025-04-01T00:00:00,150,58,117,22,1,0,1,0,0.44,All students taught in English,No,No,Open,1926-08-19T00:00:00
87,1083,Poroti School,09-4346867,09-4346367,"","",http://www.poroti.school.nz,673 Mangakahia Road ,Poroti,Whangarei,673 Mangakahia Road,"",Whangarei,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,"",Maungatāpere,Mangakahia-Maungatapere General Ward,"","",-35.739143,174.139016,No,493,2025-04-01T00:00:00,43,18,26,0,2,3,1,0,0.91,All students taught in English,No,No,Open,1879-01-26T00:00:00
